l3_code,L1_name,L2_name,l3_name
912,History & geography,Geography & travel,Maps and plans of surface of earth
913,History & geography,Geography & travel,Geography of & travel in ancient world
914,History & geography,Geography & travel,Geography of and travel in Europe
915,History & geography,Geography & travel,Geography of and travel in Asia
916,History & geography,Geography & travel,Geography of and travel in Africa
917,History & geography,Geography & travel,Geography of & travel in North America
918,History & geography,Geography & travel,Geography of & travel in South America
919,History & geography,Geography & travel,Geography of and travel in other areas
92,"Computer science, information & general works",Manuscripts & rare books,Block books
920,History & geography,Biography & genealogy,"Biography, genealogy, insignia"
921,History & geography,Biography & genealogy,(Optional number)
922,History & geography,Biography & genealogy,(Optional number)
923,History & geography,Biography & genealogy,(Optional number)
924,History & geography,Biography & genealogy,(Optional number)
925,History & geography,Biography & genealogy,(Optional number)
926,History & geography,Biography & genealogy,(Optional number)
927,History & geography,Biography & genealogy,(Optional number)
928,History & geography,Biography & genealogy,(Optional number)
929,History & geography,Biography & genealogy,"Genealogy, names & insignia"
93,"Computer science, information & general works",Manuscripts & rare books,Incunabula
930,History & geography,History of ancient world (to ca. 499),History of ancient world to ca. 499
931,History & geography,History of ancient world (to ca. 499),China to 420
932,History & geography,History of ancient world (to ca. 499),Egypt to 640
933,History & geography,History of ancient world (to ca. 499),Palestine to 70
934,History & geography,History of ancient world (to ca. 499),India to 647
935,History & geography,History of ancient world (to ca. 499),Mesopotamia & Iranian Plateau to 637
936,History & geography,History of ancient world (to ca. 499),Europe north & west of Italy to ca. 499
937,History & geography,History of ancient world (to ca. 499),Italy & adjacent territories to 476
938,History & geography,History of ancient world (to ca. 499),Greece to 323
939,History & geography,History of ancient world (to ca. 499),Other parts of ancient world
94,"Computer science, information & general works",Manuscripts & rare books,Printed books
940,History & geography,History of Europe,History of Europe
941,History & geography,History of Europe,British Isles
942,History & geography,History of Europe,England and Wales
943,History & geography,History of Europe,Germany & central Europe
944,History & geography,History of Europe,France and Monaco
945,History & geography,History of Europe,"Italy, San Marino, Vatican City, Malta"
946,History & geography,History of Europe,"Spain, Andorra, Gibraltar, Portugal"
947,History & geography,History of Europe,Russia & east Europe
948,History & geography,History of Europe,Scandinavia and Finland
949,History & geography,History of Europe,Other parts of Europe
95,"Computer science, information & general works",Manuscripts & rare books,Books notable for bindings
950,History & geography,History of Asia,History of Asia
951,History & geography,History of Asia,China and adjacent areas
952,History & geography,History of Asia,Japan
953,History & geography,History of Asia,Arabian Peninsula and adjacent areas
954,History & geography,History of Asia,India & south Asia
955,History & geography,History of Asia,Iran
956,History & geography,History of Asia,Middle East (Near East)
957,History & geography,History of Asia,Siberia (Asiatic Russia)
958,History & geography,History of Asia,Central Asia
959,History & geography,History of Asia,Southeast Asia
96,"Computer science, information & general works",Manuscripts & rare books,Books notable for illustrations and materials
960,History & geography,History of Africa,History of Africa
961,History & geography,History of Africa,Tunisia and Libya
962,History & geography,History of Africa,"Egypt, Sudan, South Sudan"
963,History & geography,History of Africa,Ethiopia and Eritrea
964,History & geography,History of Africa,"Morocco, Ceuta, Melilla, Western Sahara"
965,History & geography,History of Africa,Algeria
966,History & geography,History of Africa,West Africa and offshore islands
967,History & geography,History of Africa,Central Africa and offshore islands
968,History & geography,History of Africa,South Africa & southern Africa
969,History & geography,History of Africa,South Indian Ocean islands
97,"Computer science, information & general works",Manuscripts & rare books,Books notable for ownership or origin
970,History & geography,History of North America,History of North America
971,History & geography,History of North America,Canada
972,History & geography,History of North America,"Mexico, Central America, West Indies"
973,History & geography,History of North America,United States
974,History & geography,History of North America,Northeastern United States
975,History & geography,History of North America,Southeastern United States
976,History & geography,History of North America,South central United States
977,History & geography,History of North America,North central United States
978,History & geography,History of North America,Western United States
979,History & geography,History of North America,Great Basin & Pacific Slope region
98,"Computer science, information & general works",Manuscripts & rare books,"Prohibited works, forgeries, hoaxes"
980,History & geography,History of South America,History of South America
981,History & geography,History of South America,Brazil
982,History & geography,History of South America,Argentina
983,History & geography,History of South America,Chile
984,History & geography,History of South America,Bolivia
985,History & geography,History of South America,Peru
986,History & geography,History of South America,Colombia and Ecuador
987,History & geography,History of South America,Venezuela
988,History & geography,History of South America,Guiana
989,History & geography,History of South America,Paraguay and Uruguay
99,"Computer science, information & general works",Manuscripts & rare books,Books notable for format
990,History & geography,History of other areas,History of other areas
991,History & geography,History of other areas,[Unassigned]
992,History & geography,History of other areas,[Unassigned]
993,History & geography,History of other areas,New Zealand
994,History & geography,History of other areas,Australia
995,History & geography,History of other areas,New Guinea & Melanesia
996,History & geography,History of other areas,Polynesia & Pacific Ocean islands
997,History & geography,History of other areas,Atlantic Ocean islands
998,History & geography,History of other areas,Arctic islands and Antarctica
999,History & geography,History of other areas,Extraterrestrial worlds
